Categoria,Ciudad,Pais/Región,Nombre del Cliente,Proveedor,Fecha de Orden,ID Orden,Codigo Postal,Nombre de Producto,Region,Segmento,Fecha de Envio,Modo de Envio,Estado/Provincia,Sub-Categoria,Descuento,Ganancia,Cantidad,Ventas
Suministros de Oficina,Marion,United States,Pauline Webber,GBC,02/12/2021,US-2021-105354,52302,"GBC White Gloss Covers, Plain Front",Central,Corporativo,06/12/2021,Standard Class,Iowa,Portafolio,0,54.4448,8,115.84
Suministros de Oficina,San Jose,United States,Keith Dawkins,GBC,02/12/2021,US-2021-113985,95123,GBC VeloBind Cover Sets,Oeste,Corporativo,07/12/2021,Standard Class,California,Portafolio,0.2,9.264,2,24.704
Suministros de Oficina,New York City,United States,Jamie Frazer,XtraLife,02/12/2021,US-2021-155103,10024,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Este,Consumidor,07/12/2021,Standard Class,New York,Portafolio,0.2,11.4504,3,35.232
Suministros de Oficina,New York City,United States,Jamie Frazer,Ibico,02/12/2021,US-2021-155103,10024,Ibico EB-19 Dual Function Manual Binding System,Este,Consumidor,07/12/2021,Standard Class,New York,Portafolio,0.2,134.9322,3,415.176
Suministros de Oficina,New York City,United States,Jamie Frazer,Other,02/12/2021,US-2021-155103,10024,Green Bar Computer Printout Paper,Este,Consumidor,07/12/2021,Standard Class,New York,Papel,0,26.9304,1,54.96
Suministros de Oficina,San Francisco,United States,Mike Kennedy,Xerox,02/12/2021,US-2021-108455,94122,Xerox 192,Oeste,Consumidor,08/12/2021,Standard Class,California,Papel,0,12.4416,4,25.92
Suministros de Oficina,San Francisco,United States,Mike Kennedy,HP,02/12/2021,US-2021-108455,94122,HP Office Recycled Paper (20Lb. and 87 Bright),Oeste,Consumidor,08/12/2021,Standard Class,California,Papel,0,19.8254,7,40.46
Suministros de Oficina,Houston,United States,Muhammed Yedwab,Xerox,02/12/2021,US-2021-164770,77036,Xerox 1962,Central,Corporativo,04/12/2021,Second Class,Texas,Papel,0.2,9.63,9,30.816
Suministros de Oficina,Providence,United States,Deborah Brumfield,Other,02/12/2021,US-2021-163804,2908,Deluxe Rollaway Locking File with Drawer,Este,Home Office,08/12/2021,Standard Class,Rhode Island,Almacenamiento,0,582.232,5,2079.4
Suministros de Oficina,San Francisco,United States,Mike Kennedy,Other,02/12/2021,US-2021-108455,94122,X-Rack File for Hanging Folders,Oeste,Consumidor,08/12/2021,Standard Class,California,Almacenamiento,0,8.8062,3,33.87
Tecnología,Longmont,United States,Alan Schoenberger,WD My Passport,02/12/2021,US-2021-143154,80501,WD My Passport Ultra 1TB Portable External Hard Drive,Oeste,Corporativo,08/12/2021,Standard Class,Colorado,Accesorios,0.2,-6.21,3,165.6
Tecnología,Providence,United States,Deborah Brumfield,Other,02/12/2021,US-2021-163804,2908,VTech DS6151,Este,Home Office,08/12/2021,Standard Class,Rhode Island,Telefonos,0,176.386,5,629.95
Muebles,Halifax,Canada,Neil Cohen,Deflect-o,02/12/2021,CA-2021-133541,B3H,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Este,Home Office,06/12/2021,Standard Class,Nova Scotia,Muebleria,0.6,-24.803,5,58.36
Muebles,Moncton,Canada,Michael Knudson,Other,02/12/2021,CA-2021-124574,E1A,12-1/2 Diameter Round Wall Clock,Este,Corporativo,06/12/2021,Standard Class,New Brunswick,Muebleria,0.6,-20.976,5,39.96
Suministros de Oficina,Moncton,Canada,Michael Knudson,Newell,02/12/2021,CA-2021-111254,E1A,Newell 343,Este,Corporativo,06/12/2021,Standard Class,New Brunswick,Arte,0.2,2.4406,7,16.464
Muebles,Morgan Hill,United States,Roger Demir,O'Sullivan,03/12/2021,US-2021-149762,95037,O'Sullivan Living Dimensions 2-Shelf Bookcases,Oeste,Consumidor,07/12/2021,Standard Class,California,Libreros,0.15,-12.098,2,205.666
Muebles,Oceanside,United States,Emily Grady,Global,03/12/2021,US-2021-150861,11572,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Este,Consumidor,06/12/2021,First Class,New York,Sillas,0.1,102.4998,3,542.646
Muebles,Richmond,United States,Michael Moore,Global,03/12/2021,US-2021-122063,47374,"Global Stack Chair with Arms, Black",Central,Consumidor,07/12/2021,Standard Class,Indiana,Sillas,0,8.0946,1,29.98
Muebles,Los Angeles,United States,Neoma Murray,3M,03/12/2021,US-2021-153598,90045,3M Polarizing Light Filter Sleeves,Oeste,Consumidor,06/12/2021,First Class,California,Muebleria,0,51.474,6,111.9
Muebles,Oceanside,United States,Emily Grady,Bevis,03/12/2021,US-2021-150861,11572,"Bevis Traditional Conference Table Top, Plinth Base",Este,Consumidor,06/12/2021,First Class,New York,Mesas,0.4,-153.3456,2,400.032
Muebles,Morgan Hill,United States,Roger Demir,Hon,03/12/2021,US-2021-149762,95037,Hon 4060 Series Tables,Oeste,Consumidor,07/12/2021,Standard Class,California,Mesas,0.2,6.7176,3,268.704
Muebles,Richmond,United States,Michael Moore,Hon,03/12/2021,US-2021-122063,47374,Hon 5100 Series Wood Tables,Central,Consumidor,07/12/2021,Standard Class,Indiana,Mesas,0,104.7528,2,581.96
Suministros de Oficina,Philadelphia,United States,Caroline Jumper,Honeywell,03/12/2021,US-2021-161683,19134,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Este,Consumidor,08/12/2021,Standard Class,Pennsylvania,Linea Blanca,0.2,93.7688,4,394.816
Suministros de Oficina,Morgan Hill,United States,Roger Demir,Rogers,03/12/2021,US-2021-149762,95037,Rogers Handheld Barrel Pencil Sharpener,Oeste,Consumidor,07/12/2021,Standard Class,California,Arte,0,5.9184,8,21.92
Suministros de Oficina,Philadelphia,United States,Caroline Jumper,GBC,03/12/2021,US-2021-161683,19134,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Este,Consumidor,08/12/2021,Standard Class,Pennsylvania,Portafolio,0.7,-14.5536,4,18.192
Suministros de Oficina,Oceanside,United States,Emily Grady,Avery,03/12/2021,US-2021-150861,11572,Avery 520,Este,Consumidor,06/12/2021,First Class,New York,Etiquetas,0,3.024,2,6.3
Suministros de Oficina,Oceanside,United States,Emily Grady,Xerox,03/12/2021,US-2021-150861,11572,Xerox 1964,Este,Consumidor,06/12/2021,First Class,New York,Papel,0,84.0512,8,182.72
Suministros de Oficina,Morgan Hill,United States,Roger Demir,Acco,03/12/2021,US-2021-149762,95037,Acco Perma 4000 Stacking Storage Drawers,Oeste,Consumidor,07/12/2021,Standard Class,California,Almacenamiento,0,7.308,3,48.72
Suministros de Oficina,Los Angeles,United States,Gary McGarr,Fellowes,03/12/2021,US-2021-161025,90049,Fellowes Staxonsteel Drawer Files,Oeste,Consumidor,09/12/2021,Standard Class,California,Almacenamiento,0,108.1752,4,772.68
Suministros de Oficina,Oceanside,United States,Emily Grady,Other,03/12/2021,US-2021-150861,11572,"Personal Folder Holder, Ebony",Este,Consumidor,06/12/2021,First Class,New York,Almacenamiento,0,10.089,3,33.63
Tecnología,Los Angeles,United States,Neoma Murray,Logitech,03/12/2021,US-2021-153598,90045,Logitech Z-906 Speaker sys - home theater - 5.1-CH,Oeste,Consumidor,06/12/2021,First Class,California,Accesorios,0,659.98,5,1649.95
Muebles,New York City,United States,Becky Martin,Eldon,04/12/2021,US-2021-126004,10024,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Este,Consumidor,05/12/2021,First Class,New York,Muebleria,0,20.4822,3,113.79
Suministros de Oficina,Auburn,United States,Liz MacKendrick,GBC,04/12/2021,US-2021-105277,13021,GBC Instant Report Kit,Este,Consumidor,08/12/2021,Standard Class,New York,Portafolio,0.2,5.823,3,15.528
Suministros de Oficina,New York City,United States,Becky Martin,Other,04/12/2021,US-2021-126004,10024,Peel & Stick Add-On Corner Pockets,Este,Consumidor,05/12/2021,First Class,New York,Portafolio,0.2,0.6048,1,1.728
Suministros de Oficina,San Francisco,United States,Kean Takahito,Xerox,04/12/2021,US-2021-112060,94109,Xerox 1915,Oeste,Consumidor,09/12/2021,Standard Class,California,Papel,0,50.328,1,104.85
Suministros de Oficina,New York City,United States,Becky Martin,Easy-staple paper,04/12/2021,US-2021-126004,10024,Easy-staple paper,Este,Consumidor,05/12/2021,First Class,New York,Papel,0,19.8744,4,40.56
Suministros de Oficina,New York City,United States,Becky Martin,Fellowes,04/12/2021,US-2021-126004,10024,Fellowes Econo/Stor Drawers,Este,Consumidor,05/12/2021,First Class,New York,Almacenamiento,0,11.6316,2,193.86
Suministros de Oficina,New York City,United States,Becky Martin,Carina,04/12/2021,US-2021-126004,10024,Carina Media Storage Towers in Natural & Black,Este,Consumidor,05/12/2021,First Class,New York,Almacenamiento,0,3.6588,3,182.94
Suministros de Oficina,New York City,United States,Ellis Ballard,Belkin,04/12/2021,US-2021-139885,10035,Belkin OmniView SE Rackmount Kit,Este,Corporativo,08/12/2021,Standard Class,New York,Almacenamiento,0,0,6,212.88
Tecnología,New York City,United States,Becky Martin,Enermax,04/12/2021,US-2021-126004,10024,Enermax Aurora Lite Keyboard,Este,Consumidor,05/12/2021,First Class,New York,Accesorios,0,34.386,1,78.15
Muebles,Vancouver,Canada,Tracy Zic,Eldon,04/12/2021,CA-2021-119508,V6B,"Eldon Image Series Desk Accessories, Burgundy",Oeste,Consumidor,09/12/2021,Standard Class,British Columbia,Muebleria,0,9.03,6,25.08
Suministros de Oficina,Vancouver,Canada,Tracy Zic,Avery,04/12/2021,CA-2021-119508,V6B,Avery Hi-Liter Fluorescent Desk Style Markers,Oeste,Consumidor,09/12/2021,Standard Class,British Columbia,Arte,0,6.25,5,16.9
Muebles,Franklin,United States,Aleksandra Gannaway,O'Sullivan,05/12/2021,US-2021-143749,2038,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Este,Corporativo,07/12/2021,First Class,Massachusetts,Libreros,0,20.485,1,81.94
Muebles,Franklin,United States,Justin Ellison,Hon,05/12/2021,US-2021-114489,53132,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Central,Corporativo,09/12/2021,Standard Class,Wisconsin,Sillas,0,585.552,8,1951.84
Muebles,Newark,United States,Harold Engle,Electrix,05/12/2021,US-2021-146374,19711,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Este,Corporativo,10/12/2021,Second Class,Delaware,Muebleria,0,6.432,1,13.4
Muebles,Murray,United States,James Galang,Howard Miller,05/12/2021,US-2021-124772,42071,"Howard Miller 16"" Diameter Gallery Wall Clock",Sur,Consumidor,06/12/2021,First Class,Kentucky,Muebleria,0,74.8098,3,191.82
Suministros de Oficina,Washington,United States,Tony Chapman,BIC,05/12/2021,US-2021-140564,20016,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Este,Home Office,10/12/2021,Second Class,District of Columbia,Arte,0,13.2288,8,33.92
Suministros de Oficina,Chicago,United States,Mike Pelletier,Newell,05/12/2021,US-2021-163636,60623,Newell 311,Central,Home Office,09/12/2021,Second Class,Illinois,Arte,0.2,0.3094,2,3.536
Suministros de Oficina,Franklin,United States,Justin Ellison,GBC,05/12/2021,US-2021-114489,53132,GBC Prestige Therm-A-Bind Covers,Central,Corporativo,09/12/2021,Standard Class,Wisconsin,Portafolio,0,80.6285,5,171.55
Suministros de Oficina,Seattle,United States,Irene Maddox,Fellowes,05/12/2021,US-2021-161389,98103,Fellowes PB200 Plastic Comb Binding Machine,Oeste,Consumidor,10/12/2021,Standard Class,Washington,Portafolio,0.2,132.5922,3,407.976
Suministros de Oficina,Newark,United States,Harold Engle,Other,05/12/2021,US-2021-146374,19711,"#10 White Business Envelopes,4 1/8 x 9 1/2",Este,Corporativo,10/12/2021,Second Class,Delaware,Sobres,0,51.5543,7,109.69
Suministros de Oficina,Chicago,United States,Randy Ferguson,Avery,05/12/2021,US-2021-145009,60610,Avery 483,Central,Corporativo,08/12/2021,Second Class,Illinois,Etiquetas,0.2,3.8844,3,11.952
Suministros de Oficina,Newark,United States,Harold Engle,Easy-staple paper,05/12/2021,US-2021-146374,19711,Easy-staple paper,Este,Corporativo,10/12/2021,Second Class,Delaware,Papel,0,2.3406,1,4.98
Suministros de Oficina,Georgetown,United States,Theone Pippenger,Fellowes,05/12/2021,US-2021-109722,40324,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Sur,Consumidor,07/12/2021,Second Class,Kentucky,Almacenamiento,0,70.1784,9,584.82
Suministros de Oficina,New York City,United States,James Galang,Other,05/12/2021,US-2021-108434,10024,"Dual Level, Single-Width Filing Carts",Este,Consumidor,07/12/2021,Second Class,New York,Almacenamiento,0,120.9468,3,465.18
Tecnología,Franklin,United States,Justin Ellison,Plantronics,05/12/2021,US-2021-114489,53132,Plantronics Cordless Phone Headset with In-line Volume - M214C,Central,Corporativo,09/12/2021,Standard Class,Wisconsin,Telefonos,0,103.8015,11,384.45
Tecnología,Georgetown,United States,Theone Pippenger,Samsung,05/12/2021,US-2021-109722,40324,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Sur,Consumidor,07/12/2021,Second Class,Kentucky,Telefonos,0,195.9944,2,699.98
Tecnología,Franklin,United States,Justin Ellison,Anker,05/12/2021,US-2021-114489,53132,Anker Astro 15000mAh USB Portable Charger,Central,Corporativo,09/12/2021,Standard Class,Wisconsin,Telefonos,0,5.9988,3,149.97
Suministros de Oficina,Los Angeles,United States,Anne Pryor,Other,06/12/2021,US-2021-103674,90032,Blackstonian Pencils,Oeste,Home Office,10/12/2021,Standard Class,California,Arte,0,5.2332,7,18.69
Suministros de Oficina,Seattle,United States,Greg Tran,Ibico,06/12/2021,US-2021-169040,98105,Ibico Plastic and Wire Spiral Binding Combs,Oeste,Consumidor,12/12/2021,Standard Class,Washington,Portafolio,0.2,15.3426,7,47.208
Suministros de Oficina,Seattle,United States,Greg Tran,GBC,06/12/2021,US-2021-169040,98105,GBC Standard Therm-A-Bind Covers,Oeste,Consumidor,12/12/2021,Standard Class,Washington,Portafolio,0.2,19.4376,3,59.808
Suministros de Oficina,Hempstead,United States,Dave Poirier,Other,06/12/2021,US-2021-162390,11550,Trimflex Flexible Post Binders,Este,Corporativo,12/12/2021,Standard Class,New York,Portafolio,0.2,77.8232,13,222.352
Suministros de Oficina,Los Angeles,United States,Anne Pryor,Ibico,06/12/2021,US-2021-103674,90032,Ibico Recycled Linen-Style Covers,Oeste,Home Office,10/12/2021,Standard Class,California,Portafolio,0.2,153.1152,14,437.472
Suministros de Oficina,Los Angeles,United States,Anne Pryor,Avery,06/12/2021,US-2021-103674,90032,Avery Durable Slant Ring Binders With Label Holder,Oeste,Home Office,10/12/2021,Standard Class,California,Portafolio,0.2,4.6816,4,13.376
Suministros de Oficina,Hempstead,United States,Dave Poirier,Ibico,06/12/2021,US-2021-162390,11550,Ibico EB-19 Dual Function Manual Binding System,Este,Corporativo,12/12/2021,Standard Class,New York,Portafolio,0.2,314.8418,7,968.744
Suministros de Oficina,Seattle,United States,Greg Tran,Other,06/12/2021,US-2021-169040,98105,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Oeste,Consumidor,12/12/2021,Standard Class,Washington,Sobres,0,16.1505,1,35.89
Suministros de Oficina,Los Angeles,United States,Anne Pryor,Alliance,06/12/2021,US-2021-103674,90032,"Alliance Big Bands Rubber Bands, 12/Pack",Oeste,Home Office,10/12/2021,Standard Class,California,Ajustadores,0,0,7,13.86
Suministros de Oficina,Seattle,United States,Greg Tran,Other,06/12/2021,US-2021-169040,98105,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Oeste,Consumidor,12/12/2021,Standard Class,Washington,Papel,0,89.159,5,189.7
Suministros de Oficina,Los Angeles,United States,Anne Pryor,Xerox,06/12/2021,US-2021-103674,90032,Xerox 1977,Oeste,Home Office,10/12/2021,Standard Class,California,Papel,0,6.4128,2,13.36
Suministros de Oficina,Seattle,United States,Greg Tran,Xerox,06/12/2021,US-2021-169040,98105,Xerox 1880,Oeste,Consumidor,12/12/2021,Standard Class,Washington,Papel,0,116.5976,7,248.08
Suministros de Oficina,Antioch,United States,Greg Guthrie,Xerox,06/12/2021,US-2021-114776,94509,Xerox 216,Oeste,Corporativo,07/12/2021,First Class,California,Papel,0,9.3312,3,19.44
Tecnología,Hempstead,United States,Dave Poirier,Brother,06/12/2021,US-2021-162390,11550,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Este,Corporativo,12/12/2021,Standard Class,New York,Copiadoras,0.2,89.997,2,479.984
Tecnología,Seattle,United States,Greg Tran,Plantronics,06/12/2021,US-2021-169040,98105,Plantronics Calisto P620-M USB Wireless Speakerphone System,Oeste,Consumidor,12/12/2021,Standard Class,Washington,Telefonos,0.2,13.7193,1,156.792
Tecnología,Los Angeles,United States,Anne Pryor,Cisco,06/12/2021,US-2021-103674,90032,Cisco SPA301,Oeste,Home Office,10/12/2021,Standard Class,California,Telefonos,0.2,31.198,2,249.584
Tecnología,Seattle,United States,Greg Tran,Other,06/12/2021,US-2021-169040,98105,Google Nexus 5,Oeste,Consumidor,12/12/2021,Standard Class,Washington,Telefonos,0.2,26.9985,3,431.976
Tecnología,Los Angeles,United States,Anne Pryor,Avaya,06/12/2021,US-2021-103674,90032,Avaya 5410 Digital phone,Oeste,Home Office,10/12/2021,Standard Class,California,Telefonos,0.2,27.196,5,271.96
Muebles,Eau Claire,United States,Arthur Gainer,Bush,08/12/2021,US-2021-160108,54703,"Bush Westfield Collection Bookcases, Dark Cherry Finish",Central,Consumidor,12/12/2021,Standard Class,Wisconsin,Libreros,0,32.4688,7,405.86
Muebles,Eau Claire,United States,Arthur Gainer,Hon,08/12/2021,US-2021-160108,54703,Hon GuestStacker Chair,Central,Consumidor,12/12/2021,Standard Class,Wisconsin,Sillas,0,176.8026,3,680.01
Muebles,Richardson,United States,Gene Hale,Electrix,08/12/2021,US-2021-117590,75080,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Central,Corporativo,10/12/2021,First Class,Texas,Muebleria,0.6,-147.963,5,190.92
Muebles,San Francisco,United States,Stefania Perrino,Hon,08/12/2021,US-2021-131289,94110,Hon 94000 Series Round Tables,Oeste,Corporativo,14/12/2021,Standard Class,California,Mesas,0.2,-195.4788,6,1421.664
Suministros de Oficina,San Francisco,United States,Stefania Perrino,Newell,08/12/2021,US-2021-131289,94110,Newell 341,Oeste,Corporativo,14/12/2021,Standard Class,California,Arte,0,2.4824,2,8.56
Suministros de Oficina,Columbus,United States,Julie Prescott,Universal,08/12/2021,US-2021-124562,43229,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",Este,Home Office,12/12/2021,Standard Class,Ohio,Portafolio,0.7,-9.5018,7,12.957
Suministros de Oficina,Columbus,United States,Julia Barnett,Ampad,08/12/2021,US-2021-158302,43229,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Este,Home Office,12/12/2021,Second Class,Ohio,Papel,0.2,3.4398,3,10.584
Suministros de Oficina,San Francisco,United States,Stefania Perrino,Xerox,08/12/2021,US-2021-131289,94110,Xerox 204,Oeste,Corporativo,14/12/2021,Standard Class,California,Papel,0,21.7728,7,45.36
Suministros de Oficina,San Francisco,United States,Doug Bickford,Other,08/12/2021,US-2021-115224,94110,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Oeste,Consumidor,11/12/2021,Second Class,California,Almacenamiento,0,9.534,3,34.05
Suministros de Oficina,San Francisco,United States,Doug Bickford,Fellowes,08/12/2021,US-2021-115224,94110,Fellowes High-Stak Drawer Files,Oeste,Consumidor,11/12/2021,Second Class,California,Almacenamiento,0,81.0474,2,352.38
Tecnología,Greenville,United States,Lena Hernandez,Maxell,08/12/2021,US-2021-113733,27834,Maxell 4.7GB DVD-R,Sur,Consumidor,12/12/2021,Standard Class,North Carolina,Accesorios,0.2,17.8794,3,68.112
Tecnología,Greenville,United States,Lena Hernandez,Imation,08/12/2021,US-2021-113733,27834,Imation 30456 USB Flash Drive 8GB,Sur,Consumidor,12/12/2021,Standard Class,North Carolina,Accesorios,0.2,-2.484,3,16.56
Tecnología,Greenville,United States,Lena Hernandez,Cisco,08/12/2021,US-2021-113733,27834,Cisco SPA301,Sur,Consumidor,12/12/2021,Standard Class,North Carolina,Telefonos,0.2,31.198,2,249.584
Tecnología,Saint Paul,United States,Quincy Jones,Motorola,08/12/2021,US-2021-134425,55106,Motorola HK250 Universal Bluetooth Headset,Central,Corporativo,12/12/2021,Second Class,Minnesota,Telefonos,0,2.299,5,114.95
